,0
ncbi_tid|409438|ref|NC_011415.1_cluster013,6
ncbi_tid|409438|ref|NC_011415.1_cluster014,1
ncbi_tid|409438|ref|NC_011415.1_cluster015,8
ncbi_tid|409438|ref|NC_011415.1_cluster016,7
ncbi_tid|409438|ref|NC_011415.1_cluster017,11
ncbi_tid|409438|ref|NC_011415.1_cluster018,12
ncbi_tid|409438|ref|NC_011415.1_cluster019,9
ncbi_tid|409438|ref|NC_011415.1_cluster020,10
ncbi_tid|413997|ref|NC_012967.1_cluster001,1
ncbi_tid|413997|ref|NC_012967.1_cluster002,2
ncbi_tid|413997|ref|NC_012967.1_cluster003,3
ncbi_tid|413997|ref|NC_012967.1_cluster004,4
ncbi_tid|413997|ref|NC_012967.1_cluster005,5
ncbi_tid|413997|ref|NC_012967.1_cluster006,6
ncbi_tid|413997|ref|NC_012967.1_cluster007,4
ncbi_tid|413997|ref|NC_012967.1_cluster008,8
ncbi_tid|413997|ref|NC_012967.1_cluster009,9
ncbi_tid|413997|ref|NC_012967.1_cluster010,10
ncbi_tid|413997|ref|NC_012967.1_cluster011,6
ncbi_tid|413997|ref|NC_012967.1_cluster012,1
ncbi_tid|413997|ref|NC_012967.1_cluster013,8
ncbi_tid|413997|ref|NC_012967.1_cluster014,7
ncbi_tid|413997|ref|NC_012967.1_cluster015,11
ncbi_tid|413997|ref|NC_012967.1_cluster016,12
ncbi_tid|413997|ref|NC_012967.1_cluster017,9
ncbi_tid|413997|ref|NC_012967.1_cluster018,10
ncbi_tid|413997|ref|NC_012967.1_cluster019,17
ncbi_tid|431946|ref|NC_013654.1_cluster001,1
ncbi_tid|431946|ref|NC_013654.1_cluster002,2
ncbi_tid|431946|ref|NC_013654.1_cluster003,3
ncbi_tid|431946|ref|NC_013654.1_cluster004,4
ncbi_tid|431946|ref|NC_013654.1_cluster005,5
ncbi_tid|431946|ref|NC_013654.1_cluster006,16
ncbi_tid|431946|ref|NC_013654.1_cluster007,6
ncbi_tid|431946|ref|NC_013654.1_cluster008,5
ncbi_tid|431946|ref|NC_013654.1_cluster009,8
ncbi_tid|431946|ref|NC_013654.1_cluster010,17
ncbi_tid|431946|ref|NC_013654.1_cluster011,9
ncbi_tid|431946|ref|NC_013654.1_cluster012,10
ncbi_tid|431946|ref|NC_013654.1_cluster013,6
ncbi_tid|431946|ref|NC_013654.1_cluster014,8
ncbi_tid|431946|ref|NC_013654.1_cluster015,7
ncbi_tid|431946|ref|NC_013654.1_cluster016,11
ncbi_tid|431946|ref|NC_013654.1_cluster017,12
ncbi_tid|431946|ref|NC_013654.1_cluster018,9
ncbi_tid|431946|ref|NC_013654.1_cluster019,10
ncbi_tid|439184|ref|NZ_CP007149.1_cluster001,2
ncbi_tid|439184|ref|NZ_CP007149.1_cluster002,3
ncbi_tid|439184|ref|NZ_CP007149.1_cluster003,4
ncbi_tid|439184|ref|NZ_CP007149.1_cluster004,5
ncbi_tid|439184|ref|NZ_CP007149.1_cluster005,6
ncbi_tid|439184|ref|NZ_CP007149.1_cluster006,8
ncbi_tid|439184|ref|NZ_CP007149.1_cluster007,2
ncbi_tid|439184|ref|NZ_CP007149.1_cluster008,2
ncbi_tid|439184|ref|NZ_CP007149.1_cluster009,9
ncbi_tid|439184|ref|NZ_CP007149.1_cluster010,10
ncbi_tid|439184|ref|NZ_CP007149.1_cluster011,6
ncbi_tid|439184|ref|NZ_CP007149.1_cluster012,8
ncbi_tid|439184|ref|NZ_CP007149.1_cluster013,7
ncbi_tid|439184|ref|NZ_CP007149.1_cluster014,11
ncbi_tid|439184|ref|NZ_CP007149.1_cluster015,12
ncbi_tid|439184|ref|NZ_CP007149.1_cluster016,9
ncbi_tid|439184|ref|NZ_CP007149.1_cluster017,10
ncbi_tid|439184|ref|NZ_CP007149.1_cluster018,13
ncbi_tid|439184|ref|NZ_CP007149.1_cluster019,17
ncbi_tid|439184|ref|NZ_CP007149.1_cluster020,13
ncbi_tid|439855|ref|NC_010498.1_cluster001,1
ncbi_tid|439855|ref|NC_010498.1_cluster002,2
ncbi_tid|439855|ref|NC_010498.1_cluster003,4
ncbi_tid|439855|ref|NC_010498.1_cluster004,5
ncbi_tid|439855|ref|NC_010498.1_cluster005,9
ncbi_tid|439855|ref|NC_010498.1_cluster006,8
ncbi_tid|439855|ref|NC_010498.1_cluster007,4
ncbi_tid|439855|ref|NC_010498.1_cluster008,6
ncbi_tid|439855|ref|NC_010498.1_cluster009,22
ncbi_tid|439855|ref|NC_010498.1_cluster010,10
ncbi_tid|439855|ref|NC_010498.1_cluster011,6
ncbi_tid|439855|ref|NC_010498.1_cluster012,1
ncbi_tid|439855|ref|NC_010498.1_cluster013,4
ncbi_tid|439855|ref|NC_010498.1_cluster014,8
ncbi_tid|439855|ref|NC_010498.1_cluster015,7
ncbi_tid|439855|ref|NC_010498.1_cluster016,15
ncbi_tid|439855|ref|NC_010498.1_cluster017,11
ncbi_tid|439855|ref|NC_010498.1_cluster018,9
ncbi_tid|439855|ref|NC_010498.1_cluster019,10
ncbi_tid|444450|ref|NC_011353.1_cluster001,1
ncbi_tid|444450|ref|NC_011353.1_cluster002,2
ncbi_tid|444450|ref|NC_011353.1_cluster003,3
ncbi_tid|444450|ref|NC_011353.1_cluster004,4
ncbi_tid|444450|ref|NC_011353.1_cluster005,5
ncbi_tid|444450|ref|NC_011353.1_cluster006,8
ncbi_tid|444450|ref|NC_011353.1_cluster007,6
ncbi_tid|444450|ref|NC_011353.1_cluster008,4
ncbi_tid|444450|ref|NC_011353.1_cluster009,8
ncbi_tid|444450|ref|NC_011353.1_cluster010,9
ncbi_tid|444450|ref|NC_011353.1_cluster011,10
ncbi_tid|444450|ref|NC_011353.1_cluster012,6
ncbi_tid|444450|ref|NC_011353.1_cluster013,1
ncbi_tid|444450|ref|NC_011353.1_cluster014,4
ncbi_tid|444450|ref|NC_011353.1_cluster015,8
ncbi_tid|444450|ref|NC_011353.1_cluster016,7
ncbi_tid|444450|ref|NC_011353.1_cluster017,12
ncbi_tid|444450|ref|NC_011353.1_cluster018,6
ncbi_tid|444450|ref|NC_011353.1_cluster019,9
ncbi_tid|444450|ref|NC_011353.1_cluster020,10
ncbi_tid|469008|ref|NC_012892.2_cluster001,1
ncbi_tid|469008|ref|NC_012892.2_cluster002,2
ncbi_tid|469008|ref|NC_012892.2_cluster003,3
ncbi_tid|469008|ref|NC_012892.2_cluster004,4
ncbi_tid|469008|ref|NC_012892.2_cluster005,5
ncbi_tid|469008|ref|NC_012892.2_cluster006,6
ncbi_tid|469008|ref|NC_012892.2_cluster007,4
ncbi_tid|469008|ref|NC_012892.2_cluster008,8
ncbi_tid|469008|ref|NC_012892.2_cluster009,9
ncbi_tid|469008|ref|NC_012892.2_cluster010,10
ncbi_tid|469008|ref|NC_012892.2_cluster011,6
ncbi_tid|469008|ref|NC_012892.2_cluster012,1
ncbi_tid|469008|ref|NC_012892.2_cluster013,8
ncbi_tid|469008|ref|NC_012892.2_cluster014,7
ncbi_tid|469008|ref|NC_012892.2_cluster015,11
ncbi_tid|469008|ref|NC_012892.2_cluster016,12
ncbi_tid|469008|ref|NC_012892.2_cluster017,9
ncbi_tid|469008|ref|NC_012892.2_cluster018,10
ncbi_tid|469008|ref|NC_012892.2_cluster019,17
ncbi_tid|469008|ref|NC_012971.2_cluster001,1
ncbi_tid|469008|ref|NC_012971.2_cluster002,2
ncbi_tid|469008|ref|NC_012971.2_cluster003,3
ncbi_tid|469008|ref|NC_012971.2_cluster004,4
ncbi_tid|469008|ref|NC_012971.2_cluster005,5
ncbi_tid|469008|ref|NC_012971.2_cluster006,6
ncbi_tid|469008|ref|NC_012971.2_cluster007,4
ncbi_tid|469008|ref|NC_012971.2_cluster008,8
ncbi_tid|469008|ref|NC_012971.2_cluster009,9
ncbi_tid|469008|ref|NC_012971.2_cluster010,10
ncbi_tid|469008|ref|NC_012971.2_cluster011,6
ncbi_tid|469008|ref|NC_012971.2_cluster012,1
ncbi_tid|469008|ref|NC_012971.2_cluster013,8
ncbi_tid|469008|ref|NC_012971.2_cluster014,7
ncbi_tid|469008|ref|NC_012971.2_cluster015,11
ncbi_tid|469008|ref|NC_012971.2_cluster016,12
ncbi_tid|469008|ref|NC_012971.2_cluster017,9
ncbi_tid|469008|ref|NC_012971.2_cluster018,10
ncbi_tid|469008|ref|NC_012971.2_cluster019,17
ncbi_tid|481805|ref|NC_010468.1_cluster001,9
ncbi_tid|481805|ref|NC_010468.1_cluster002,11
ncbi_tid|481805|ref|NC_010468.1_cluster003,7
ncbi_tid|481805|ref|NC_010468.1_cluster004,8
ncbi_tid|481805|ref|NC_010468.1_cluster005,1
ncbi_tid|481805|ref|NC_010468.1_cluster006,6
ncbi_tid|481805|ref|NC_010468.1_cluster007,10
ncbi_tid|481805|ref|NC_010468.1_cluster008,24
ncbi_tid|481805|ref|NC_010468.1_cluster009,9
ncbi_tid|481805|ref|NC_010468.1_cluster010,7
ncbi_tid|481805|ref|NC_010468.1_cluster011,4
ncbi_tid|481805|ref|NC_010468.1_cluster012,6
ncbi_tid|481805|ref|NC_010468.1_cluster013,5
ncbi_tid|481805|ref|NC_010468.1_cluster014,3
ncbi_tid|481805|ref|NC_010468.1_cluster015,2
ncbi_tid|481805|ref|NC_010468.1_cluster016,22
ncbi_tid|481805|ref|NC_010468.1_cluster017,1
ncbi_tid|481805|ref|NC_010468.1_cluster018,13
ncbi_tid|481805|ref|NC_010468.1_cluster019,13
ncbi_tid|481805|ref|NC_010468.1_cluster020,10
ncbi_tid|511145|ref|NC_000913.3_cluster001,1
ncbi_tid|511145|ref|NC_000913.3_cluster002,2
ncbi_tid|511145|ref|NC_000913.3_cluster003,3
ncbi_tid|511145|ref|NC_000913.3_cluster004,4
ncbi_tid|511145|ref|NC_000913.3_cluster005,5
ncbi_tid|511145|ref|NC_000913.3_cluster006,6
ncbi_tid|511145|ref|NC_000913.3_cluster007,4
ncbi_tid|511145|ref|NC_000913.3_cluster008,7
ncbi_tid|511145|ref|NC_000913.3_cluster009,8
ncbi_tid|511145|ref|NC_000913.3_cluster010,9
ncbi_tid|511145|ref|NC_000913.3_cluster011,10
ncbi_tid|511145|ref|NC_000913.3_cluster012,6
ncbi_tid|511145|ref|NC_000913.3_cluster013,1
ncbi_tid|511145|ref|NC_000913.3_cluster014,4
ncbi_tid|511145|ref|NC_000913.3_cluster015,7
ncbi_tid|511145|ref|NC_000913.3_cluster016,12
ncbi_tid|511145|ref|NC_000913.3_cluster017,9
ncbi_tid|511145|ref|NC_000913.3_cluster018,10
ncbi_tid|511145|ref|NC_000913.3_cluster019,17
ncbi_tid|511145|ref|NZ_CP009685.1_cluster001,7
ncbi_tid|511145|ref|NZ_CP009685.1_cluster002,1
ncbi_tid|511145|ref|NZ_CP009685.1_cluster003,6
ncbi_tid|511145|ref|NZ_CP009685.1_cluster004,10
ncbi_tid|511145|ref|NZ_CP009685.1_cluster005,9
ncbi_tid|511145|ref|NZ_CP009685.1_cluster006,7
ncbi_tid|511145|ref|NZ_CP009685.1_cluster007,4
ncbi_tid|511145|ref|NZ_CP009685.1_cluster008,6
ncbi_tid|511145|ref|NZ_CP009685.1_cluster009,5
ncbi_tid|511145|ref|NZ_CP009685.1_cluster010,3
ncbi_tid|511145|ref|NZ_CP009685.1_cluster011,2
ncbi_tid|511145|ref|NZ_CP009685.1_cluster012,1
ncbi_tid|511145|ref|NZ_CP009685.1_cluster013,13
ncbi_tid|511145|ref|NZ_CP009685.1_cluster014,17
ncbi_tid|511145|ref|NZ_CP009685.1_cluster015,10
ncbi_tid|511145|ref|NZ_CP009685.1_cluster016,9
ncbi_tid|511145|ref|NZ_CP012868.1_cluster001,13
ncbi_tid|511145|ref|NZ_CP012868.1_cluster002,17
ncbi_tid|511145|ref|NZ_CP012868.1_cluster003,10
ncbi_tid|511145|ref|NZ_CP012868.1_cluster004,9
ncbi_tid|511145|ref|NZ_CP012868.1_cluster005,7
ncbi_tid|511145|ref|NZ_CP012868.1_cluster006,1
ncbi_tid|511145|ref|NZ_CP012868.1_cluster007,6
ncbi_tid|511145|ref|NZ_CP012868.1_cluster008,10
ncbi_tid|511145|ref|NZ_CP012868.1_cluster009,9
ncbi_tid|511145|ref|NZ_CP012868.1_cluster010,7
ncbi_tid|511145|ref|NZ_CP012868.1_cluster011,4
ncbi_tid|511145|ref|NZ_CP012868.1_cluster012,6
ncbi_tid|511145|ref|NZ_CP012868.1_cluster013,5
ncbi_tid|511145|ref|NZ_CP012868.1_cluster014,3
ncbi_tid|511145|ref|NZ_CP012868.1_cluster015,2
ncbi_tid|511145|ref|NZ_CP012868.1_cluster016,1
ncbi_tid|511145|ref|NZ_CP014225.1_cluster001,9
ncbi_tid|511145|ref|NZ_CP014225.1_cluster002,10
ncbi_tid|511145|ref|NZ_CP014225.1_cluster003,6
ncbi_tid|511145|ref|NZ_CP014225.1_cluster004,1
ncbi_tid|511145|ref|NZ_CP014225.1_cluster005,4
ncbi_tid|511145|ref|NZ_CP014225.1_cluster006,7
ncbi_tid|511145|ref|NZ_CP014225.1_cluster007,12
ncbi_tid|511145|ref|NZ_CP014225.1_cluster008,9
ncbi_tid|511145|ref|NZ_CP014225.1_cluster009,10
ncbi_tid|511145|ref|NZ_CP014225.1_cluster010,17
ncbi_tid|511145|ref|NZ_CP014225.1_cluster011,1
ncbi_tid|511145|ref|NZ_CP014225.1_cluster012,2
ncbi_tid|511145|ref|NZ_CP014225.1_cluster013,3
ncbi_tid|511145|ref|NZ_CP014225.1_cluster014,4
ncbi_tid|511145|ref|NZ_CP014225.1_cluster015,5
ncbi_tid|511145|ref|NZ_CP014225.1_cluster016,6
ncbi_tid|511145|ref|NZ_CP014225.1_cluster017,4
ncbi_tid|511145|ref|NZ_CP014225.1_cluster018,7
ncbi_tid|511145|ref|NZ_CP014225.1_cluster019,8
ncbi_tid|511145|ref|NZ_CP014348.1_cluster001,2
ncbi_tid|511145|ref|NZ_CP014348.1_cluster002,17
ncbi_tid|511145|ref|NZ_CP014348.1_cluster003,13
ncbi_tid|511145|ref|NZ_CP014348.1_cluster004,17
ncbi_tid|511145|ref|NZ_CP014348.1_cluster005,10
ncbi_tid|511145|ref|NZ_CP014348.1_cluster006,9
ncbi_tid|511145|ref|NZ_CP014348.1_cluster007,7
ncbi_tid|511145|ref|NZ_CP014348.1_cluster008,1
ncbi_tid|511145|ref|NZ_CP014348.1_cluster009,6
ncbi_tid|511145|ref|NZ_CP014348.1_cluster010,10
ncbi_tid|511145|ref|NZ_CP014348.1_cluster011,9
ncbi_tid|511145|ref|NZ_CP014348.1_cluster012,7
ncbi_tid|511145|ref|NZ_CP014348.1_cluster013,4
ncbi_tid|511145|ref|NZ_CP014348.1_cluster014,6
ncbi_tid|511145|ref|NZ_CP014348.1_cluster015,5
ncbi_tid|511145|ref|NZ_CP014348.1_cluster016,3
ncbi_tid|536056|ref|NC_017625.1_cluster001,9
ncbi_tid|536056|ref|NC_017625.1_cluster002,7
ncbi_tid|536056|ref|NC_017625.1_cluster003,1
ncbi_tid|536056|ref|NC_017625.1_cluster004,6
ncbi_tid|536056|ref|NC_017625.1_cluster005,10
ncbi_tid|536056|ref|NC_017625.1_cluster006,9
ncbi_tid|536056|ref|NC_017625.1_cluster007,7
ncbi_tid|536056|ref|NC_017625.1_cluster008,4
ncbi_tid|536056|ref|NC_017625.1_cluster009,6
ncbi_tid|536056|ref|NC_017625.1_cluster010,5
ncbi_tid|536056|ref|NC_017625.1_cluster011,3
ncbi_tid|536056|ref|NC_017625.1_cluster012,2
ncbi_tid|536056|ref|NC_017625.1_cluster013,1
ncbi_tid|536056|ref|NC_017625.1_cluster014,13
ncbi_tid|536056|ref|NC_017625.1_cluster015,17
ncbi_tid|536056|ref|NC_017625.1_cluster016,10
ncbi_tid|536056|ref|NC_017638.1_cluster001,1
ncbi_tid|536056|ref|NC_017638.1_cluster002,2
ncbi_tid|536056|ref|NC_017638.1_cluster003,3
ncbi_tid|536056|ref|NC_017638.1_cluster004,4
ncbi_tid|536056|ref|NC_017638.1_cluster005,5
ncbi_tid|536056|ref|NC_017638.1_cluster006,16
ncbi_tid|536056|ref|NC_017638.1_cluster007,6
ncbi_tid|536056|ref|NC_017638.1_cluster008,4
ncbi_tid|536056|ref|NC_017638.1_cluster009,7
ncbi_tid|536056|ref|NC_017638.1_cluster010,8
ncbi_tid|536056|ref|NC_017638.1_cluster011,9
ncbi_tid|536056|ref|NC_017638.1_cluster012,10
ncbi_tid|536056|ref|NC_017638.1_cluster013,6
ncbi_tid|536056|ref|NC_017638.1_cluster014,1
ncbi_tid|536056|ref|NC_017638.1_cluster015,4
ncbi_tid|536056|ref|NC_017638.1_cluster016,7
ncbi_tid|536056|ref|NC_017638.1_cluster017,12
ncbi_tid|536056|ref|NC_017638.1_cluster018,9
ncbi_tid|536056|ref|NC_017638.1_cluster019,10
ncbi_tid|536056|ref|NC_017638.1_cluster020,17
ncbi_tid|544404|ref|NC_013008.1_cluster001,1
ncbi_tid|544404|ref|NC_013008.1_cluster002,2
ncbi_tid|544404|ref|NC_013008.1_cluster003,3
ncbi_tid|544404|ref|NC_013008.1_cluster004,4
ncbi_tid|544404|ref|NC_013008.1_cluster005,5
ncbi_tid|544404|ref|NC_013008.1_cluster006,8
ncbi_tid|544404|ref|NC_013008.1_cluster007,6
ncbi_tid|544404|ref|NC_013008.1_cluster008,4
ncbi_tid|544404|ref|NC_013008.1_cluster009,8
ncbi_tid|544404|ref|NC_013008.1_cluster010,9
ncbi_tid|544404|ref|NC_013008.1_cluster011,10
ncbi_tid|544404|ref|NC_013008.1_cluster012,6
ncbi_tid|544404|ref|NC_013008.1_cluster013,1
ncbi_tid|544404|ref|NC_013008.1_cluster014,4
ncbi_tid|544404|ref|NC_013008.1_cluster015,8
ncbi_tid|544404|ref|NC_013008.1_cluster016,7
ncbi_tid|544404|ref|NC_013008.1_cluster017,12
ncbi_tid|544404|ref|NC_013008.1_cluster018,6
ncbi_tid|544404|ref|NC_013008.1_cluster019,9
ncbi_tid|544404|ref|NC_013008.1_cluster020,10
ncbi_tid|562|ref|NZ_CP007265.1_cluster001,9
ncbi_tid|562|ref|NZ_CP007265.1_cluster002,6
ncbi_tid|562|ref|NZ_CP007265.1_cluster003,5
ncbi_tid|562|ref|NZ_CP007265.1_cluster004,3
ncbi_tid|562|ref|NZ_CP007265.1_cluster005,2
ncbi_tid|562|ref|NZ_CP007265.1_cluster006,1
ncbi_tid|562|ref|NZ_CP007265.1_cluster007,13
ncbi_tid|562|ref|NZ_CP007265.1_cluster008,11
ncbi_tid|562|ref|NZ_CP007265.1_cluster009,7
ncbi_tid|562|ref|NZ_CP007265.1_cluster010,10
ncbi_tid|562|ref|NZ_CP007265.1_cluster011,6
ncbi_tid|562|ref|NZ_CP007265.1_cluster012,1
ncbi_tid|562|ref|NZ_CP007265.1_cluster013,22
ncbi_tid|562|ref|NZ_CP007265.1_cluster014,7
ncbi_tid|562|ref|NZ_CP007265.1_cluster015,4
ncbi_tid|562|ref|NZ_CP007265.1_cluster016,11
ncbi_tid|562|ref|NZ_CP007265.1_cluster017,10
ncbi_tid|562|ref|NZ_CP007390.1_cluster001,9
ncbi_tid|562|ref|NZ_CP007390.1_cluster002,11
ncbi_tid|562|ref|NZ_CP007390.1_cluster003,7
ncbi_tid|562|ref|NZ_CP007390.1_cluster004,1
ncbi_tid|562|ref|NZ_CP007390.1_cluster005,6
ncbi_tid|562|ref|NZ_CP007390.1_cluster006,10
ncbi_tid|562|ref|NZ_CP007390.1_cluster007,22
ncbi_tid|562|ref|NZ_CP007390.1_cluster008,7
ncbi_tid|562|ref|NZ_CP007390.1_cluster009,4
ncbi_tid|562|ref|NZ_CP007390.1_cluster010,6
ncbi_tid|562|ref|NZ_CP007390.1_cluster011,5
ncbi_tid|562|ref|NZ_CP007390.1_cluster012,3
ncbi_tid|562|ref|NZ_CP007390.1_cluster013,2
ncbi_tid|562|ref|NZ_CP007390.1_cluster014,1
ncbi_tid|562|ref|NZ_CP007390.1_cluster015,13
ncbi_tid|562|ref|NZ_CP007390.1_cluster016,10
ncbi_tid|562|ref|NZ_CP007391.1_cluster001,9
ncbi_tid|562|ref|NZ_CP007391.1_cluster002,9
ncbi_tid|562|ref|NZ_CP007391.1_cluster003,11
ncbi_tid|562|ref|NZ_CP007391.1_cluster004,7
ncbi_tid|562|ref|NZ_CP007391.1_cluster005,1
ncbi_tid|562|ref|NZ_CP007391.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007391.1_cluster007,10
ncbi_tid|562|ref|NZ_CP007391.1_cluster008,22
ncbi_tid|562|ref|NZ_CP007391.1_cluster009,7
ncbi_tid|562|ref|NZ_CP007391.1_cluster010,4
ncbi_tid|562|ref|NZ_CP007391.1_cluster011,6
ncbi_tid|562|ref|NZ_CP007391.1_cluster012,5
ncbi_tid|562|ref|NZ_CP007391.1_cluster013,3
ncbi_tid|562|ref|NZ_CP007391.1_cluster014,2
ncbi_tid|562|ref|NZ_CP007391.1_cluster015,1
ncbi_tid|562|ref|NZ_CP007391.1_cluster016,13
ncbi_tid|562|ref|NZ_CP007391.1_cluster017,10
ncbi_tid|562|ref|NZ_CP007392.1_cluster001,14
ncbi_tid|562|ref|NZ_CP007392.1_cluster002,1
ncbi_tid|562|ref|NZ_CP007392.1_cluster003,2
ncbi_tid|562|ref|NZ_CP007392.1_cluster004,4
ncbi_tid|562|ref|NZ_CP007392.1_cluster005,5
ncbi_tid|562|ref|NZ_CP007392.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007392.1_cluster007,4
ncbi_tid|562|ref|NZ_CP007392.1_cluster008,7
ncbi_tid|562|ref|NZ_CP007392.1_cluster009,8
ncbi_tid|562|ref|NZ_CP007392.1_cluster010,9
ncbi_tid|562|ref|NZ_CP007392.1_cluster011,10
ncbi_tid|562|ref|NZ_CP007392.1_cluster012,6
ncbi_tid|562|ref|NZ_CP007392.1_cluster013,1
ncbi_tid|562|ref|NZ_CP007392.1_cluster014,4
ncbi_tid|562|ref|NZ_CP007392.1_cluster015,8
ncbi_tid|562|ref|NZ_CP007392.1_cluster016,7
ncbi_tid|562|ref|NZ_CP007392.1_cluster017,11
ncbi_tid|562|ref|NZ_CP007392.1_cluster018,12
ncbi_tid|562|ref|NZ_CP007392.1_cluster019,9
ncbi_tid|562|ref|NZ_CP007392.1_cluster020,10
ncbi_tid|562|ref|NZ_CP007393.1_cluster001,14
ncbi_tid|562|ref|NZ_CP007393.1_cluster002,1
ncbi_tid|562|ref|NZ_CP007393.1_cluster003,2
ncbi_tid|562|ref|NZ_CP007393.1_cluster004,4
ncbi_tid|562|ref|NZ_CP007393.1_cluster005,5
ncbi_tid|562|ref|NZ_CP007393.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007393.1_cluster007,7
ncbi_tid|562|ref|NZ_CP007393.1_cluster008,8
ncbi_tid|562|ref|NZ_CP007393.1_cluster009,9
ncbi_tid|562|ref|NZ_CP007393.1_cluster010,10
ncbi_tid|562|ref|NZ_CP007393.1_cluster011,6
ncbi_tid|562|ref|NZ_CP007393.1_cluster012,1
ncbi_tid|562|ref|NZ_CP007393.1_cluster013,4
ncbi_tid|562|ref|NZ_CP007393.1_cluster014,8
ncbi_tid|562|ref|NZ_CP007393.1_cluster015,7
ncbi_tid|562|ref|NZ_CP007393.1_cluster016,11
ncbi_tid|562|ref|NZ_CP007393.1_cluster017,12
ncbi_tid|562|ref|NZ_CP007393.1_cluster018,9
ncbi_tid|562|ref|NZ_CP007393.1_cluster019,10
ncbi_tid|562|ref|NZ_CP007394.1_cluster001,14
ncbi_tid|562|ref|NZ_CP007394.1_cluster002,1
ncbi_tid|562|ref|NZ_CP007394.1_cluster003,2
ncbi_tid|562|ref|NZ_CP007394.1_cluster004,4
ncbi_tid|562|ref|NZ_CP007394.1_cluster005,5
ncbi_tid|562|ref|NZ_CP007394.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007394.1_cluster007,4
ncbi_tid|562|ref|NZ_CP007394.1_cluster008,7
ncbi_tid|562|ref|NZ_CP007394.1_cluster009,8
ncbi_tid|562|ref|NZ_CP007394.1_cluster010,9
ncbi_tid|562|ref|NZ_CP007394.1_cluster011,10
ncbi_tid|562|ref|NZ_CP007394.1_cluster012,6
ncbi_tid|562|ref|NZ_CP007394.1_cluster013,1
ncbi_tid|562|ref|NZ_CP007394.1_cluster014,4
ncbi_tid|562|ref|NZ_CP007394.1_cluster015,8
ncbi_tid|562|ref|NZ_CP007394.1_cluster016,7
ncbi_tid|562|ref|NZ_CP007394.1_cluster017,11
ncbi_tid|562|ref|NZ_CP007394.1_cluster018,12
ncbi_tid|562|ref|NZ_CP007394.1_cluster019,9
ncbi_tid|562|ref|NZ_CP007394.1_cluster020,10
ncbi_tid|562|ref|NZ_CP007491.1_cluster001,1
ncbi_tid|562|ref|NZ_CP007491.1_cluster002,2
ncbi_tid|562|ref|NZ_CP007491.1_cluster003,3
ncbi_tid|562|ref|NZ_CP007491.1_cluster004,4
ncbi_tid|562|ref|NZ_CP007491.1_cluster005,5
ncbi_tid|562|ref|NZ_CP007491.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007491.1_cluster007,8
ncbi_tid|562|ref|NZ_CP007491.1_cluster008,7
ncbi_tid|562|ref|NZ_CP007491.1_cluster009,4
ncbi_tid|562|ref|NZ_CP007491.1_cluster010,17
ncbi_tid|562|ref|NZ_CP007491.1_cluster011,9
ncbi_tid|562|ref|NZ_CP007491.1_cluster012,10
ncbi_tid|562|ref|NZ_CP007491.1_cluster013,6
ncbi_tid|562|ref|NZ_CP007491.1_cluster014,1
ncbi_tid|562|ref|NZ_CP007491.1_cluster015,4
ncbi_tid|562|ref|NZ_CP007491.1_cluster016,8
ncbi_tid|562|ref|NZ_CP007491.1_cluster017,7
ncbi_tid|562|ref|NZ_CP007491.1_cluster018,11
ncbi_tid|562|ref|NZ_CP007491.1_cluster019,12
ncbi_tid|562|ref|NZ_CP007491.1_cluster020,9
ncbi_tid|562|ref|NZ_CP007491.1_cluster021,10
ncbi_tid|562|ref|NZ_CP007491.1_cluster022,17
ncbi_tid|562|ref|NZ_CP007594.1_cluster001,1
ncbi_tid|562|ref|NZ_CP007594.1_cluster002,2
ncbi_tid|562|ref|NZ_CP007594.1_cluster003,3
ncbi_tid|562|ref|NZ_CP007594.1_cluster004,4
ncbi_tid|562|ref|NZ_CP007594.1_cluster005,5
ncbi_tid|562|ref|NZ_CP007594.1_cluster006,6
ncbi_tid|562|ref|NZ_CP007594.1_cluster007,4
ncbi_tid|562|ref|NZ_CP007594.1_cluster008,7
ncbi_tid|562|ref|NZ_CP007594.1_cluster009,8
ncbi_tid|562|ref|NZ_CP007594.1_cluster010,17
ncbi_tid|562|ref|NZ_CP007594.1_cluster011,9
ncbi_tid|562|ref|NZ_CP007594.1_cluster012,10
ncbi_tid|562|ref|NZ_CP007594.1_cluster013,6
ncbi_tid|562|ref|NZ_CP007594.1_cluster014,1
ncbi_tid|562|ref|NZ_CP007594.1_cluster015,4
ncbi_tid|562|ref|NZ_CP007594.1_cluster016,8
ncbi_tid|562|ref|NZ_CP007594.1_cluster017,7
ncbi_tid|562|ref|NZ_CP007594.1_cluster018,6
ncbi_tid|562|ref|NZ_CP007594.1_cluster019,11
ncbi_tid|562|ref|NZ_CP007594.1_cluster020,12
ncbi_tid|562|ref|NZ_CP007594.1_cluster021,9
ncbi_tid|562|ref|NZ_CP007594.1_cluster022,10
ncbi_tid|562|ref|NZ_CP007594.1_cluster023,17
ncbi_tid|562|ref|NZ_CP008697.1_cluster001,10
ncbi_tid|562|ref|NZ_CP008697.1_cluster002,1
ncbi_tid|562|ref|NZ_CP008697.1_cluster003,2
